,region,farm_size_ha,barley_variety,variety_maturity,soil_type,soil_ph,organic_matter_percent,nitrogen_content_percent,phosphorus_content_ppm,potassium_content_ppm,growing_season_temp_c,rainfall_mm,sunshine_hours_day,yield_tons_ha
1295,Doukkala-Abda,19.84,Khnata,Early,Sandy,6.7,1.34,0.14,33.3,192.09,21.61,373.45,,2.38
1296,Doukkala-Abda,6.83,Khnata,Early,Vertisol,6.5,0.91,0.14,30.13,216.1,18.49,150.0,6.99,2.65
1297,Chaouia-Ouardigha,,Khnata,Early,Clay,7.0,0.8,0.19,21.98,110.07,23.77,303.96,8.05,3.07
1298,Meknès-Tafilalet,14.73,Assiya,Medium,Sandy,6.7,2.0,0.2,,106.17,15.75,393.01,7.0,3.17
1299,Meknès-Tafilalet,3.26,Amira,Late,Clay,7.3,1.75,0.15,12.48,143.69,14.22,456.24,7.36,3.06
1300,Chaouia-Ouardigha,,Khnata,Early,Vertisol,7.4,1.54,0.23,11.54,184.69,17.96,482.2,7.58,3.52
1301,Tadla-Azilal,13.66,Massine,Late,Clay,7.1,1.32,0.18,21.01,119.42,21.14,,7.63,5.07
1302,Chaouia-Ouardigha,28.59,Chifaa,Medium,Vertisol,6.8,1.29,0.16,24.11,82.78,19.28,326.04,8.8,5.1
1303,Marrakech-Tensift-Al Haouz,14.42,Amira,Late,Loam,,1.07,0.19,20.19,155.77,19.06,211.33,8.19,4.99
1304,Meknès-Tafilalet,8.06,Chifaa,Medium,Clay,7.9,1.33,0.24,22.98,213.92,17.44,421.85,7.24,1.51
1305,Souss-Massa-Drâa,14.67,Khnata,Early,Sandy,7.3,0.8,0.22,18.86,134.78,23.04,249.88,8.71,5.0
1306,Meknès-Tafilalet,11.48,Assiya,Medium,Clay,7.9,1.21,0.09,14.59,138.82,15.88,356.79,5.32,1.6
1307,Souss-Massa-Drâa,2.84,Amira,Late,Clay,8.3,1.38,0.14,15.24,215.65,23.19,228.61,8.41,1.62
1308,Fès-Boulemane,7.42,Chifaa,Medium,Loam,8.0,1.74,0.16,9.28,177.25,18.93,451.14,7.42,5.74
1309,Souss-Massa-Drâa,10.92,Chifaa,Medium,Sandy,8.5,1.48,0.13,8.53,180.68,23.85,280.31,9.27,5.1
1310,Chaouia-Ouardigha,11.18,Khnata,Early,Vertisol,7.9,1.82,0.2,19.82,158.78,17.68,372.58,8.16,3.76
1311,Souss-Massa-Drâa,9.79,Massine,Late,Clay,7.9,2.04,,15.45,216.45,22.91,268.11,8.89,5.37
1312,Marrakech-Tensift-Al Haouz,10.17,Khnata,Early,Loam,8.0,1.92,0.2,,176.44,26.05,287.45,8.44,5.95
1313,Souss-Massa-Drâa,2.86,Chifaa,Medium,Sandy,7.8,1.69,0.25,17.48,205.3,21.29,287.57,9.13,4.05
1314,Gharb-Chrarda-Beni Hssen,8.69,Massine,Late,Vertisol,7.2,2.21,,20.55,,20.66,405.79,9.17,4.06
1315,Meknès-Tafilalet,11.69,Khnata,Early,Clay,8.3,1.11,0.23,16.09,182.92,17.03,402.85,7.71,4.77
1316,Gharb-Chrarda-Beni Hssen,7.73,Amira,Late,Vertisol,6.8,2.57,0.21,24.42,120.66,20.32,416.92,8.79,2.16
1317,Meknès-Tafilalet,0.68,Khnata,Early,Clay,7.1,2.17,0.14,14.6,122.49,15.72,345.37,7.81,1.84
1318,Chaouia-Ouardigha,5.23,Assiya,Medium,Clay,7.6,1.64,0.2,21.95,189.62,20.98,329.6,7.47,4.8
1319,Chaouia-Ouardigha,13.93,Assiya,Medium,Vertisol,7.5,2.27,0.1,15.67,121.54,19.87,331.7,7.53,2.72
1320,Doukkala-Abda,28.15,Amira,Late,Sandy,7.3,0.89,0.21,27.07,158.79,19.63,401.4,7.1,1.68
1321,Doukkala-Abda,10.72,Massine,Late,Vertisol,7.9,1.04,0.17,32.91,114.91,20.35,359.64,9.76,2.57
1322,Souss-Massa-Drâa,9.7,Amira,Late,Loam,8.1,1.84,0.13,22.73,194.38,21.17,,10.64,2.79
1323,Doukkala-Abda,10.55,Assiya,Medium,Sandy,8.3,,0.19,32.81,,21.78,387.38,8.09,5.83
1324,Tanger-Tétouan,5.16,Chifaa,Medium,Loam,7.5,2.03,0.19,12.59,196.12,20.96,372.05,6.4,4.49
1325,Fès-Boulemane,12.8,Massine,Late,Clay,8.0,1.49,0.12,8.59,164.38,15.35,306.46,7.33,3.65
1326,Doukkala-Abda,23.22,Khnata,Early,Sandy,8.8,1.15,0.09,20.22,106.17,20.64,378.87,7.83,5.84
1327,Rabat-Salé-Zemmour-Zaër,1.88,Massine,Late,Loam,7.8,2.09,0.15,12.74,155.88,20.52,436.95,6.89,5.52
1328,Meknès-Tafilalet,6.72,Khnata,Early,Clay,7.5,0.89,0.18,23.46,119.55,19.84,281.19,8.57,3.56
1329,Gharb-Chrarda-Beni Hssen,0.92,Chifaa,Medium,Vertisol,7.4,1.64,0.23,27.98,125.29,17.24,502.26,6.77,5.53
1330,Marrakech-Tensift-Al Haouz,7.47,Khnata,Early,Loam,7.9,1.89,0.24,9.39,129.21,23.82,262.29,7.76,3.02
1331,Meknès-Tafilalet,10.11,Khnata,Early,Clay,8.7,1.85,0.17,10.3,88.86,21.67,435.29,7.92,2.15
1332,Doukkala-Abda,7.96,Assiya,Medium,Sandy,7.6,1.65,0.21,18.11,218.03,21.8,338.6,6.59,2.16
1333,Tanger-Tétouan,4.69,Amira,Late,Loam,7.4,0.81,0.15,18.72,84.41,20.06,,7.6,4.31
1334,Tanger-Tétouan,6.27,Assiya,Medium,Clay,7.1,1.36,0.21,20.5,172.75,20.74,271.23,4.56,3.51
1336,Doukkala-Abda,,Amira,Late,Sandy,7.9,1.97,0.14,33.81,170.44,20.51,390.45,6.54,4.43
1337,Meknès-Tafilalet,1.15,Massine,Late,Clay,7.3,1.27,,11.43,129.87,19.43,262.04,6.24,1.11
1338,Chaouia-Ouardigha,24.03,Assiya,Medium,Sandy,7.4,1.07,0.08,13.27,174.33,20.0,451.98,9.29,1.27
1339,Chaouia-Ouardigha,14.29,Khnata,Early,Sandy,6.7,1.51,0.2,,182.09,21.01,403.21,6.77,3.66
1340,Doukkala-Abda,14.81,Assiya,Medium,Vertisol,7.6,1.24,0.22,22.18,176.68,19.19,221.36,6.73,1.96
1341,Gharb-Chrarda-Beni Hssen,11.44,Khnata,Early,Vertisol,7.3,2.94,0.15,33.29,95.95,20.18,454.82,6.87,4.16
1343,Meknès-Tafilalet,14.29,Chifaa,Medium,Clay,7.1,0.94,0.22,20.55,119.2,20.18,333.28,8.02,3.93
1344,Meknès-Tafilalet,8.87,Amira,Late,Loam,6.9,0.8,0.21,16.33,84.03,19.13,354.34,6.52,2.51
1345,Gharb-Chrarda-Beni Hssen,5.68,Assiya,Medium,Vertisol,6.9,2.18,0.13,15.58,138.08,21.43,427.64,4.41,4.2
1346,Fès-Boulemane,11.92,Chifaa,Medium,Clay,6.8,1.28,0.14,9.09,140.7,17.95,437.43,7.3,5.15
1347,Gharb-Chrarda-Beni Hssen,4.14,Amira,Late,Clay,7.6,,0.2,25.76,145.4,17.98,354.21,6.88,5.99
1348,Tanger-Tétouan,8.68,Chifaa,Medium,Loam,8.3,1.98,0.18,20.22,178.68,22.72,323.7,7.25,5.19
1349,Chaouia-Ouardigha,13.96,Amira,Late,Vertisol,7.3,1.77,0.11,11.66,123.24,19.91,370.84,8.14,3.79
1350,Souss-Massa-Drâa,10.02,Chifaa,Medium,Sandy,8.5,1.49,0.13,20.27,124.14,25.97,231.39,8.86,1.97
1351,Marrakech-Tensift-Al Haouz,,Amira,Late,Loam,8.1,2.05,0.23,21.78,88.48,21.16,189.93,8.19,4.41
1352,Gharb-Chrarda-Beni Hssen,3.28,Assiya,Medium,Clay,7.2,2.53,0.2,23.24,176.15,20.07,419.33,8.28,5.69
1353,Meknès-Tafilalet,13.81,Massine,Late,Loam,7.3,1.17,0.25,20.69,159.5,16.39,264.41,9.02,2.06
1354,Gharb-Chrarda-Beni Hssen,1.98,Assiya,Medium,Vertisol,7.1,1.68,0.21,23.08,128.92,16.28,372.98,6.35,2.28
1355,Souss-Massa-Drâa,7.84,Amira,Late,Loam,7.4,1.83,0.24,19.53,178.73,22.58,241.21,8.21,1.75
1356,Tadla-Azilal,3.7,Khnata,Early,Clay,7.6,1.66,0.12,20.99,155.23,22.08,396.51,6.81,4.68
1357,Gharb-Chrarda-Beni Hssen,1.06,Amira,Late,Vertisol,7.2,2.28,,34.84,145.69,22.72,486.85,7.04,3.03
1358,Fès-Boulemane,1.02,Amira,Late,Clay,7.9,1.16,0.08,13.87,151.59,17.52,255.71,8.42,1.31
1359,Marrakech-Tensift-Al Haouz,3.04,Khnata,Early,Clay,8.0,1.74,0.19,14.99,169.09,19.53,,8.19,5.37
1360,Tadla-Azilal,13.07,Khnata,Early,Clay,7.4,1.2,0.16,10.82,172.4,19.07,393.2,7.28,3.79
1361,Doukkala-Abda,12.06,Amira,Late,Sandy,7.1,,0.14,19.08,120.45,19.27,328.91,6.68,2.66
1362,Marrakech-Tensift-Al Haouz,14.28,Chifaa,Medium,Sandy,8.0,2.08,,19.79,,20.85,185.48,7.75,2.72
1363,Meknès-Tafilalet,8.93,Assiya,Medium,Clay,7.9,1.24,0.23,23.59,101.93,18.14,407.98,6.93,2.45
1364,Meknès-Tafilalet,6.83,Khnata,Early,Loam,6.9,0.87,0.08,14.71,169.51,15.11,458.77,6.96,3.28
1365,Chaouia-Ouardigha,19.5,Amira,Late,Vertisol,,1.08,0.18,11.06,202.2,18.31,,7.26,2.69
1366,Meknès-Tafilalet,7.99,Khnata,Early,Loam,7.6,1.9,0.14,12.85,137.33,15.3,360.26,9.05,3.74
1367,Tadla-Azilal,11.5,Assiya,Medium,Clay,7.1,1.6,0.15,15.74,103.73,20.24,371.52,5.8,4.87
1368,Doukkala-Abda,12.06,Khnata,Early,Sandy,,1.45,0.22,20.81,185.92,22.08,390.1,8.65,4.37
1369,Doukkala-Abda,13.83,Khnata,Early,Sandy,7.6,1.3,0.13,19.67,196.55,17.97,390.06,7.81,2.47
1371,Doukkala-Abda,28.66,Assiya,Medium,Vertisol,7.7,1.16,0.11,15.16,164.96,21.58,397.7,5.95,5.2
1372,Souss-Massa-Drâa,13.44,Khnata,Early,Sandy,,1.62,0.19,17.17,200.5,22.14,224.62,9.12,1.34
1373,Gharb-Chrarda-Beni Hssen,6.58,Assiya,Medium,Clay,7.5,1.83,0.19,30.88,82.16,21.16,432.43,8.34,1.39
1374,Doukkala-Abda,24.51,Assiya,Medium,Vertisol,8.7,1.14,,20.32,95.01,,449.1,6.85,3.78
1375,Souss-Massa-Drâa,7.41,Assiya,Medium,Sandy,7.7,1.25,0.14,18.26,92.96,21.82,221.37,7.76,4.2
1376,Gharb-Chrarda-Beni Hssen,7.71,Assiya,Medium,Clay,7.4,2.01,0.22,28.38,179.76,20.23,383.21,8.25,2.06
1377,Gharb-Chrarda-Beni Hssen,3.47,Chifaa,Medium,Vertisol,7.0,2.18,0.21,28.1,89.74,23.33,473.32,7.81,4.73
1378,Gharb-Chrarda-Beni Hssen,9.07,Khnata,Early,Vertisol,,2.32,0.14,23.92,149.49,19.83,442.59,7.52,4.23
1379,Marrakech-Tensift-Al Haouz,3.2,Assiya,Medium,Sandy,7.5,0.8,0.17,13.89,146.18,,280.68,8.49,5.62
1380,Doukkala-Abda,13.29,Khnata,Early,Vertisol,7.7,1.18,0.09,31.72,123.5,,301.76,7.7,1.84
1381,Gharb-Chrarda-Beni Hssen,12.9,Khnata,Early,Vertisol,6.9,2.0,0.12,30.17,201.86,22.19,433.75,6.67,4.76
1382,Tanger-Tétouan,3.5,Amira,Late,Loam,7.4,2.1,0.16,13.46,103.86,19.43,393.35,7.15,1.42
1383,Doukkala-Abda,6.78,Amira,Late,Clay,7.0,1.07,0.09,17.06,129.34,19.43,300.89,8.89,3.83
1384,Meknès-Tafilalet,1.5,Chifaa,Medium,Clay,7.9,1.57,0.22,9.22,188.38,18.34,375.26,6.72,3.76
1385,Fès-Boulemane,14.14,Amira,Late,Clay,7.1,2.1,0.2,,84.26,17.97,421.31,7.34,2.94
1386,Rabat-Salé-Zemmour-Zaër,7.85,Massine,Late,Clay,7.8,1.54,0.24,17.91,174.21,18.82,411.55,8.09,5.22
1387,Chaouia-Ouardigha,15.24,Khnata,Early,Clay,7.1,1.66,0.2,8.88,194.3,20.2,310.25,6.3,1.02
1388,Tanger-Tétouan,12.26,Khnata,Early,Clay,7.4,1.18,0.24,13.73,210.52,19.85,356.05,9.31,3.6
1389,Gharb-Chrarda-Beni Hssen,12.62,Khnata,Early,Vertisol,7.2,1.95,0.17,30.06,202.68,22.98,430.65,7.72,2.09
1390,Doukkala-Abda,13.3,Khnata,Early,Sandy,7.1,1.18,0.18,20.89,124.71,22.77,311.44,7.94,4.72
1391,Chaouia-Ouardigha,22.34,Assiya,Medium,Vertisol,7.3,1.21,0.25,20.98,162.09,20.85,230.66,7.21,1.22
1392,Doukkala-Abda,24.28,Amira,Late,Vertisol,8.3,2.59,0.19,29.91,90.82,21.68,460.28,8.59,5.16
1393,Gharb-Chrarda-Beni Hssen,9.99,Khnata,Early,Vertisol,7.0,2.62,0.09,19.92,116.1,20.76,491.75,7.25,5.19
1394,Fès-Boulemane,2.7,Massine,Late,Clay,8.1,,0.2,20.39,93.19,19.7,347.32,9.14,5.16
1395,Souss-Massa-Drâa,13.2,Chifaa,Medium,Sandy,,1.7,0.23,20.71,124.13,21.75,271.5,,1.76
1396,Gharb-Chrarda-Beni Hssen,8.32,Khnata,Early,Loam,7.0,1.4,,22.95,202.53,17.21,479.39,8.28,4.15
1397,Doukkala-Abda,12.06,Khnata,Early,Vertisol,6.8,1.66,0.18,19.21,128.6,21.05,441.98,7.64,1.07
1398,Marrakech-Tensift-Al Haouz,,Khnata,Early,Loam,8.1,,0.19,16.86,158.67,23.31,,8.01,5.24
1399,Meknès-Tafilalet,1.04,Khnata,Early,Clay,7.2,1.16,0.25,23.66,140.67,16.24,289.99,8.05,4.61
1400,Doukkala-Abda,8.2,Khnata,Early,Sandy,8.4,1.89,0.1,,144.25,21.95,297.26,8.82,3.66
1401,Doukkala-Abda,24.14,Assiya,Medium,Sandy,7.5,1.78,0.19,18.46,215.74,19.67,403.04,7.52,4.65
1403,Meknès-Tafilalet,6.54,Assiya,Medium,Clay,6.9,,0.19,15.26,167.83,17.47,320.89,6.1,3.64
1404,Meknès-Tafilalet,8.08,Massine,Late,Clay,8.0,1.06,0.18,18.06,138.81,18.86,257.32,7.22,2.46
1405,Gharb-Chrarda-Beni Hssen,1.29,Amira,Late,Vertisol,7.0,2.02,0.11,29.68,88.56,25.17,455.58,7.77,5.86
1406,Souss-Massa-Drâa,14.61,Massine,Late,Sandy,8.0,2.07,0.12,16.75,148.51,20.35,243.43,8.71,5.29
1407,Souss-Massa-Drâa,3.78,Khnata,Early,Loam,8.4,0.8,0.19,21.84,193.87,19.17,281.8,7.64,4.67
1408,Marrakech-Tensift-Al Haouz,4.91,Assiya,Medium,Sandy,7.8,0.8,,20.28,93.83,24.92,294.12,8.79,5.67
1409,Souss-Massa-Drâa,4.91,Amira,Late,Sandy,8.0,1.54,0.13,18.46,89.74,21.77,293.64,8.43,2.73
1410,Doukkala-Abda,10.76,Khnata,Early,Vertisol,7.5,1.32,0.22,18.02,101.51,22.99,286.02,8.8,5.5
1411,Chaouia-Ouardigha,5.04,Khnata,Early,Clay,7.4,1.5,,,187.02,19.88,334.42,7.78,2.63
1412,Doukkala-Abda,23.23,Amira,Late,Sandy,7.8,1.88,0.16,33.72,181.36,20.7,410.17,8.32,4.66
1413,Chaouia-Ouardigha,29.17,Amira,Late,Vertisol,7.1,1.28,0.24,10.33,159.1,,,7.17,4.68
1414,Marrakech-Tensift-Al Haouz,3.75,Assiya,Medium,Clay,8.0,0.8,0.12,16.3,145.55,22.54,230.92,10.01,1.09
1415,Tadla-Azilal,10.11,Assiya,Medium,Clay,7.3,2.32,,12.4,204.37,21.24,361.49,8.2,2.81
1416,Chaouia-Ouardigha,23.55,Assiya,Medium,Clay,6.8,1.1,0.18,20.83,187.34,20.01,213.1,6.58,1.1
1417,Chaouia-Ouardigha,26.21,Khnata,Early,Sandy,7.3,1.08,0.21,20.27,193.67,18.0,415.85,7.11,5.99
1419,Tadla-Azilal,4.89,Khnata,Early,Clay,7.1,1.35,0.24,22.91,169.98,21.18,413.81,8.86,3.71
1420,Fès-Boulemane,5.22,Khnata,Early,Clay,7.1,1.47,0.21,11.08,144.12,,328.9,6.02,4.95
1421,Gharb-Chrarda-Beni Hssen,10.83,Massine,Late,Loam,6.9,2.44,0.12,30.95,201.05,23.51,373.12,8.62,2.01
1422,Chaouia-Ouardigha,25.42,Amira,Late,Vertisol,7.4,1.93,0.08,15.77,209.64,19.9,304.27,7.86,3.43
1423,Chaouia-Ouardigha,9.54,Amira,Late,Sandy,7.3,1.37,0.15,13.58,83.33,15.84,302.73,7.6,4.04
1424,Tanger-Tétouan,5.88,Assiya,Medium,Loam,7.4,2.11,0.1,10.69,87.22,18.59,341.98,7.15,1.8
1426,Chaouia-Ouardigha,25.17,Khnata,Early,Sandy,7.2,1.8,0.19,19.25,118.8,16.84,178.62,7.81,2.5
1427,Tadla-Azilal,14.78,Khnata,Early,Vertisol,6.7,1.16,0.09,17.36,202.27,19.48,286.44,8.42,2.06
1429,Souss-Massa-Drâa,6.2,Chifaa,Medium,Loam,8.3,1.56,0.12,9.92,96.67,21.77,245.27,6.2,3.05
1430,Gharb-Chrarda-Beni Hssen,9.06,Amira,Late,Vertisol,6.8,1.86,0.15,16.45,91.26,19.99,546.24,5.02,5.6
1431,Gharb-Chrarda-Beni Hssen,10.08,Assiya,Medium,Vertisol,6.7,2.53,0.19,29.88,101.91,20.51,523.27,6.65,5.4
1432,Gharb-Chrarda-Beni Hssen,1.64,Assiya,Medium,Vertisol,7.7,2.65,0.15,29.24,114.99,16.77,335.03,6.27,3.42
1433,Meknès-Tafilalet,8.4,Massine,Late,Sandy,7.2,1.76,0.16,,,21.6,389.56,7.83,2.8
1434,Chaouia-Ouardigha,22.73,Khnata,Early,Vertisol,7.5,1.09,0.09,17.52,178.21,20.54,354.68,8.07,2.63
1435,Chaouia-Ouardigha,9.18,Khnata,Early,Sandy,7.2,1.31,0.15,9.44,218.1,20.49,313.48,7.61,2.34
1436,Fès-Boulemane,11.82,Assiya,Medium,Loam,7.4,1.5,0.21,23.36,141.81,17.91,356.63,7.77,3.72
1438,Doukkala-Abda,28.81,Massine,Late,Vertisol,,1.8,0.15,28.96,,19.45,284.47,8.08,2.55
1439,Meknès-Tafilalet,1.12,Khnata,Early,Clay,7.6,0.8,0.15,23.75,155.52,15.05,336.65,6.66,1.95
1440,Tanger-Tétouan,4.35,Chifaa,Medium,Loam,7.3,1.63,0.2,21.79,152.48,18.8,360.77,8.79,3.38
1442,Meknès-Tafilalet,4.8,Khnata,Early,Clay,7.7,1.16,0.13,17.69,,20.11,363.83,5.99,4.51
1443,Gharb-Chrarda-Beni Hssen,10.86,Assiya,Medium,Clay,7.1,1.83,0.15,21.12,93.67,18.61,521.98,9.64,3.59
1444,Souss-Massa-Drâa,11.51,Assiya,Medium,Clay,7.9,1.41,0.22,11.7,94.22,20.89,259.78,8.4,3.48
1445,Doukkala-Abda,7.56,Massine,Late,Vertisol,6.9,0.8,0.18,21.54,178.69,21.55,288.51,7.53,2.5
1446,Meknès-Tafilalet,7.95,Khnata,Early,Clay,8.3,1.22,0.1,18.68,108.69,16.56,424.07,7.5,5.52
1447,Souss-Massa-Drâa,7.88,Chifaa,Medium,Sandy,8.4,1.15,0.19,10.94,205.26,22.64,275.93,7.88,1.45
1448,Tadla-Azilal,5.85,Assiya,Medium,Vertisol,8.0,1.71,,12.4,210.0,19.3,501.62,8.39,5.35
1449,Meknès-Tafilalet,14.03,Amira,Late,Loam,7.3,1.18,0.17,15.96,216.63,17.28,305.28,8.3,2.88
1450,Gharb-Chrarda-Beni Hssen,12.5,Assiya,Medium,Vertisol,6.7,2.09,0.17,19.66,211.47,19.8,440.32,7.53,5.4
1451,Marrakech-Tensift-Al Haouz,10.61,Amira,Late,Sandy,8.8,2.12,0.23,18.01,118.06,25.69,273.47,8.25,4.64
1452,Souss-Massa-Drâa,10.86,Chifaa,Medium,Loam,8.0,1.9,0.16,23.69,151.37,19.1,295.68,8.85,1.52
1453,Marrakech-Tensift-Al Haouz,7.19,Chifaa,Medium,Clay,7.7,1.86,0.13,20.72,104.56,21.21,248.45,6.49,5.16
1454,Chaouia-Ouardigha,28.02,Chifaa,Medium,Vertisol,7.3,1.3,0.12,19.33,192.87,20.03,470.65,8.22,4.41
1455,Tadla-Azilal,10.57,Khnata,Early,Vertisol,,1.72,0.23,17.91,204.38,19.32,279.98,6.64,1.16
1456,Meknès-Tafilalet,11.07,Amira,Late,Clay,7.5,1.41,0.11,16.3,199.18,18.4,317.26,7.98,1.67
1457,Meknès-Tafilalet,12.99,Khnata,Early,Clay,8.1,1.42,0.15,11.17,140.67,19.56,352.59,7.97,4.18
1458,Doukkala-Abda,11.85,Assiya,Medium,Sandy,,1.66,0.11,32.89,186.21,18.38,204.21,7.02,4.31
1459,Meknès-Tafilalet,12.2,Assiya,Medium,Loam,7.0,1.26,0.21,12.23,93.66,18.47,361.31,7.53,4.73
1460,Gharb-Chrarda-Beni Hssen,3.33,Assiya,Medium,Vertisol,7.0,2.95,0.16,16.83,85.63,20.91,444.48,7.89,4.6
1461,Meknès-Tafilalet,5.51,Assiya,Medium,Sandy,8.0,1.44,0.14,20.75,185.45,18.1,314.98,6.1,4.3
1462,Chaouia-Ouardigha,13.39,Massine,Late,Vertisol,6.4,1.75,0.14,10.99,139.55,20.09,401.61,6.76,4.83
1463,Meknès-Tafilalet,14.69,Khnata,Early,Loam,7.4,2.08,0.22,14.32,219.38,16.68,356.99,7.72,3.88
1464,Tanger-Tétouan,,Amira,Late,Loam,6.8,1.91,0.17,8.48,93.62,21.34,391.64,8.4,2.3
1465,Chaouia-Ouardigha,22.53,Assiya,Medium,Sandy,7.1,0.94,0.2,10.33,199.79,16.21,441.64,8.69,5.56
1466,Tanger-Tétouan,11.04,Khnata,Early,Sandy,7.4,1.68,0.23,10.94,147.2,19.13,296.55,7.74,1.09
1467,Gharb-Chrarda-Beni Hssen,8.65,Khnata,Early,Vertisol,7.1,2.63,0.23,16.09,195.8,16.49,422.99,6.76,2.83
1468,Souss-Massa-Drâa,14.23,Massine,Late,Clay,7.8,1.86,0.14,19.16,194.4,21.47,220.66,7.73,4.64
1469,Rabat-Salé-Zemmour-Zaër,7.7,Chifaa,Medium,Sandy,7.0,1.64,0.24,22.23,208.24,19.98,477.18,6.73,3.14
1470,Marrakech-Tensift-Al Haouz,6.02,Massine,Late,Clay,8.9,1.24,0.08,14.35,121.7,23.02,295.03,10.4,1.12
1471,Meknès-Tafilalet,2.86,Massine,Late,Clay,8.4,1.9,0.14,22.87,212.97,18.49,367.62,6.88,1.33
1472,Souss-Massa-Drâa,11.9,Khnata,Early,Loam,7.5,1.2,0.23,11.63,101.23,22.49,281.35,8.09,4.24
1473,Gharb-Chrarda-Beni Hssen,11.15,Assiya,Medium,Clay,7.7,2.05,0.13,21.51,91.48,17.48,477.79,7.26,5.82
1474,Fès-Boulemane,6.07,Amira,Late,Clay,7.3,2.13,,,140.43,17.42,,7.29,3.76
1475,Meknès-Tafilalet,0.87,Assiya,Medium,Sandy,7.6,1.48,0.13,18.55,195.97,16.33,288.92,8.67,3.53
1476,Souss-Massa-Drâa,12.67,Assiya,Medium,Sandy,8.0,1.21,0.18,15.14,146.28,22.48,212.06,8.83,2.59
1477,Rabat-Salé-Zemmour-Zaër,0.67,Assiya,Medium,Loam,7.2,1.76,0.15,18.43,196.1,20.13,519.55,6.59,2.28
1478,Rabat-Salé-Zemmour-Zaër,10.7,Amira,Late,Clay,8.0,2.37,0.2,20.95,182.16,17.95,388.79,6.85,1.1
1479,Gharb-Chrarda-Beni Hssen,14.57,Amira,Late,Vertisol,7.2,1.53,0.23,25.91,109.32,17.56,477.14,9.09,2.36
1480,Souss-Massa-Drâa,6.85,Khnata,Early,Sandy,7.8,1.4,0.19,18.67,212.84,22.21,286.3,7.97,3.25
1481,Chaouia-Ouardigha,10.87,Assiya,Medium,Vertisol,6.8,1.63,,23.9,88.51,18.52,,8.29,1.99
1482,Marrakech-Tensift-Al Haouz,10.72,Amira,Late,Loam,7.6,2.02,0.24,13.08,205.76,21.03,,9.11,1.44
1483,Chaouia-Ouardigha,25.43,Amira,Late,Vertisol,6.7,1.77,0.12,,122.62,21.08,323.2,6.45,4.59
1484,Fès-Boulemane,8.42,Khnata,Early,Clay,7.5,1.21,0.11,20.2,150.02,18.31,432.26,6.65,5.47
1485,Gharb-Chrarda-Beni Hssen,14.52,Amira,Late,Vertisol,6.8,2.79,0.1,27.23,139.13,15.68,424.52,6.72,5.68
1486,Gharb-Chrarda-Beni Hssen,1.25,Khnata,Early,Vertisol,7.1,2.05,0.18,18.57,104.06,14.88,481.26,6.1,4.09
1487,Meknès-Tafilalet,7.82,Assiya,Medium,Sandy,8.2,1.01,0.1,14.39,130.14,18.06,442.71,9.07,1.26
1488,Gharb-Chrarda-Beni Hssen,10.92,Chifaa,Medium,Vertisol,7.6,2.11,0.1,,,20.78,453.3,7.81,4.7
1489,Gharb-Chrarda-Beni Hssen,13.01,Amira,Late,Clay,7.2,2.92,0.13,23.39,108.54,15.22,455.03,6.11,1.55
1490,Doukkala-Abda,9.48,Khnata,Early,Vertisol,7.5,1.57,0.13,18.57,106.19,21.11,,7.79,4.35
1491,Gharb-Chrarda-Beni Hssen,12.1,Amira,Late,Vertisol,,2.21,0.18,33.49,148.46,21.69,496.9,8.98,4.9
1492,Doukkala-Abda,,Amira,Late,Vertisol,,2.15,0.22,30.25,191.71,21.78,414.56,6.94,4.63
1493,Chaouia-Ouardigha,14.91,Chifaa,Medium,Vertisol,7.1,0.93,0.21,16.18,159.66,20.26,371.93,8.01,5.76
1494,Marrakech-Tensift-Al Haouz,2.41,Amira,Late,Sandy,7.4,0.99,0.12,19.56,205.05,21.82,246.71,7.81,4.69
1495,Meknès-Tafilalet,13.05,Amira,Late,Loam,7.7,0.85,0.12,23.25,169.12,19.97,403.6,7.06,4.47
1496,Marrakech-Tensift-Al Haouz,2.78,Assiya,Medium,Clay,8.3,1.65,0.24,10.31,176.51,23.11,305.55,8.26,2.31
1497,Gharb-Chrarda-Beni Hssen,4.99,Khnata,Early,Clay,7.0,2.28,0.08,20.01,173.47,19.36,471.71,9.01,5.62
1498,Gharb-Chrarda-Beni Hssen,4.71,Khnata,Early,Vertisol,7.3,2.97,0.23,25.85,142.92,19.97,445.59,6.61,1.9
1499,Souss-Massa-Drâa,13.14,Assiya,Medium,Sandy,7.9,1.6,0.11,21.58,176.51,21.69,,7.49,5.52
